bioguide,firstname,lastname,birthday,state,party,start_date,end_date
D000069,Franklin,Davenport,,NJ,Federalist,1799-12-02,1801-03-03,Yes
D000165,Jonathan,Dayton,1760-10-16,NJ,Federalist,1791-10-24,1793-03-02,No
D000165,Jonathan,Dayton,1760-10-16,NJ,Federalist,1793-12-02,1795-03-03,No
D000165,Jonathan,Dayton,1760-10-16,NJ,Federalist,1795-12-07,1797-03-03,No
D000165,Jonathan,Dayton,1760-10-16,NJ,Federalist,1797-05-15,1799-03-03,Yes
D000165,Jonathan,Dayton,1760-10-16,NJ,Federalist,1799-12-02,1805-03-03,No
D000254,George,Dent,,MD,Federalist,1793-12-02,1795-03-03,No
D000254,George,Dent,,MD,Federalist,1795-12-07,1797-03-03,No
D000254,George,Dent,,MD,Federalist,1797-05-15,1799-03-03,Yes
D000254,George,Dent,,MD,Federalist,1799-12-02,1801-03-03,No
D000296,Samuel,Dexter,1761-05-14,MA,Federalist,1793-12-02,1795-03-03,No
D000296,Samuel,Dexter,1761-05-14,MA,Federalist,1799-12-02,1801-03-03,No
D000331,Joseph,Dickson,,NC,Federalist,1799-12-02,1801-03-03,No
E000052,William,Edmond,1755-09-28,CT,Federalist,1797-05-15,1799-03-03,No
E000052,William,Edmond,1755-09-28,CT,Federalist,1799-12-02,1801-03-03,No
E000091,Joseph,Eggleston,1754-11-24,VA,Republican,1797-05-15,1799-03-03,No
E000091,Joseph,Eggleston,1754-11-24,VA,Republican,1799-12-02,1801-03-03,No
E000257,Thomas,Evans,,VA,Federalist,1797-05-15,1799-03-03,No
E000257,Thomas,Evans,,VA,Federalist,1799-12-02,1801-03-03,No
F000364,Jonathan,Freeman,1745-03-21,NH,Federalist,1797-05-15,1799-03-03,No
F000364,Jonathan,Freeman,1745-03-21,NH,Federalist,1799-12-02,1801-03-03,No
G000020,Albert,Gallatin,1761-01-29,PA,Republican,1795-12-07,1797-03-03,No
G000020,Albert,Gallatin,1761-01-29,PA,Republican,1797-05-15,1799-03-03,Yes
G000020,Albert,Gallatin,1761-01-29,PA,Republican,1799-12-02,1801-03-03,No
G000235,Henry,Glen,1739-07-13,NY,Federalist,1793-12-02,1795-03-03,No
G000235,Henry,Glen,1739-07-13,NY,Federalist,1795-12-07,1797-03-03,No
G000235,Henry,Glen,1739-07-13,NY,Federalist,1797-05-15,1799-03-03,Yes
G000235,Henry,Glen,1739-07-13,NY,Federalist,1799-12-02,1801-03-03,No
G000279,Samuel,Goode,1756-03-21,VA,Republican,1799-12-02,1801-03-03,No
G000294,Elizur,Goodrich,1761-03-24,CT,Federalist,1799-12-02,1801-03-03,No
G000318,William,Gordon,1763-04-12,NH,Federalist,1797-05-15,1799-03-03,No
G000318,William,Gordon,1763-04-12,NH,Federalist,1799-12-02,1801-03-03,No
G000427,Ray,Greene,1765-02-02,RI,Federalist,1797-05-15,1799-03-03,No
G000427,Ray,Greene,1765-02-02,RI,Federalist,1799-12-02,1801-12-31,No
H000299,Thomas,Hartley,1748-09-07,PA,Federalist,1789-03-04,1791-03-03,No
H000299,Thomas,Hartley,1748-09-07,PA,Federalist,1791-10-24,1793-03-02,No
H000299,Thomas,Hartley,1748-09-07,PA,Federalist,1793-12-02,1795-03-03,No
H000299,Thomas,Hartley,1748-09-07,PA,Federalist,1795-12-07,1797-03-03,No
H000299,Thomas,Hartley,1748-09-07,PA,Federalist,1797-05-15,1799-03-03,Yes
H000299,Thomas,Hartley,1748-09-07,PA,Federalist,1799-12-02,1801-03-03,No
H000359,Jonathan,Havens,1757-06-18,NY,Republican,1795-12-07,1797-03-03,No
H000359,Jonathan,Havens,1757-06-18,NY,Republican,1797-05-15,1799-03-03,Yes
H000359,Jonathan,Havens,1757-06-18,NY,Republican,1799-12-02,1801-03-03,No
I000011,James,Imlay,1764-11-26,NJ,Federalist,1797-05-15,1799-03-03,No
I000011,James,Imlay,1764-11-26,NJ,Federalist,1799-12-02,1801-03-03,No
J000227,James,Jones,,GA,Federalist,1799-12-02,1801-03-03,No
K000253,John,Kittera,,PA,Federalist,1791-10-24,1793-03-02,No
K000253,John,Kittera,,PA,Federalist,1793-12-02,1795-03-03,No
K000253,John,Kittera,,PA,Federalist,1795-12-07,1797-03-03,No
K000253,John,Kittera,,PA,Federalist,1797-05-15,1799-03-03,Yes
K000253,John,Kittera,,PA,Federalist,1799-12-02,1801-03-03,No
L000195,Henry,Lee,1756-01-29,VA,Federalist,1799-12-02,1801-03-03,No
L000336,James,Linn,,NJ,Republican,1799-12-02,1801-03-03,No
L000364,Samuel,Livermore,1732-05-14,NH,Federalist,1789-03-04,1791-03-03,No
L000364,Samuel,Livermore,1732-05-14,NH,Federalist,1791-10-24,1793-03-02,No
L000364,Samuel,Livermore,1732-05-14,NH,Federalist,1793-12-02,1799-03-03,No
L000364,Samuel,Livermore,1732-05-14,NH,Federalist,1799-12-02,1801-12-31,No
L000528,Samuel,Lyman,1749-01-25,MA,Federalist,1795-12-07,1797-03-03,No
L000528,Samuel,Lyman,1749-01-25,MA,Federalist,1797-05-15,1799-03-03,Yes
L000528,Samuel,Lyman,1749-01-25,MA,Federalist,1799-12-02,1801-03-03,No
M000157,John,Marshall,1755-09-24,VA,Federalist,1799-12-02,1801-03-03,No
M000571,William,McMillan,1764-03-02,OH,,1799-12-02,1801-03-03,No
N000084,John,Nicholas,,VA,Republican,1793-12-02,1795-03-03,No
N000084,John,Nicholas,,VA,Republican,1795-12-07,1797-03-03,No
N000084,John,Nicholas,,VA,Republican,1797-05-15,1799-03-03,Yes
N000084,John,Nicholas,,VA,Republican,1799-12-02,1801-03-03,No
N000161,Abraham,Nott,1768-02-05,SC,Federalist,1799-12-02,1801-03-03,No
P000021,Robert,Page,1765-02-04,VA,Federalist,1799-12-02,1801-03-03,No
P000065,Josiah,Parker,1751-05-11,VA,Federalist,1789-03-04,1791-03-03,No
P000065,Josiah,Parker,1751-05-11,VA,Federalist,1791-10-24,1793-03-02,No
P000065,Josiah,Parker,1751-05-11,VA,Federalist,1793-12-02,1795-03-03,No
P000065,Josiah,Parker,1751-05-11,VA,Federalist,1795-12-07,1797-03-03,No
P000065,Josiah,Parker,1751-05-11,VA,Federalist,1797-05-15,1799-03-03,Yes
P000065,Josiah,Parker,1751-05-11,VA,Federalist,1799-12-02,1801-03-03,No
P000357,Thomas,Pinckney,1750-10-23,SC,Federalist,1797-05-15,1799-03-03,No
P000357,Thomas,Pinckney,1750-10-23,SC,Federalist,1799-12-02,1801-03-03,No
P000381,Jonas,Platt,1769-06-30,NY,Federalist,1799-12-02,1801-03-03,No
P000482,Leven,Powell,Not Found,VA,Federalist,1799-12-02,1801-03-03,No
R000120,John,Reed,1751-11-11,MA,Federalist,1795-12-07,1797-03-03,No
R000120,John,Reed,1751-11-11,MA,Federalist,1797-05-15,1799-03-03,Yes
R000120,John,Reed,1751-11-11,MA,Federalist,1799-12-02,1801-03-03,No
S000222,Theodore,Sedgwick,1746-05-09,MA,Federalist,1789-03-04,1791-03-03,No
S000222,Theodore,Sedgwick,1746-05-09,MA,Federalist,1791-10-24,1793-03-02,No
S000222,Theodore,Sedgwick,1746-05-09,MA,Federalist,1793-12-02,1795-03-03,No
S000222,Theodore,Sedgwick,1746-05-09,MA,Federalist,1796-01-01,1799-03-03,No
S000222,Theodore,Sedgwick,1746-05-09,MA,Federalist,1799-12-02,1801-03-03,No
S000259,Samuel,Sewall,1757-12-11,MA,Federalist,1795-12-07,1797-03-03,No
S000259,Samuel,Sewall,1757-12-11,MA,Federalist,1797-05-15,1799-03-03,Yes
S000259,Samuel,Sewall,1757-12-11,MA,Federalist,1799-12-02,1801-03-03,No
S000693,Richard,Spaight,1758-03-25,NC,Republican,1797-05-15,1799-03-03,No
S000693,Richard,Spaight,1758-03-25,NC,Republican,1799-12-02,1801-03-03,No
T000141,George,Thatcher,1754-04-12,MA,Federalist,1789-03-04,1791-03-03,No
T000141,George,Thatcher,1754-04-12,MA,Federalist,1791-10-24,1793-03-02,No
T000141,George,Thatcher,1754-04-12,MA,Federalist,1793-12-02,1795-03-03,No
T000141,George,Thatcher,1754-04-12,MA,Federalist,1795-12-07,1797-03-03,No
T000141,George,Thatcher,1754-04-12,MA,Federalist,1797-05-15,1799-03-03,Yes
T000141,George,Thatcher,1754-04-12,MA,Federalist,1799-12-02,1801-03-03,No
T000173,John,Thomas,1764-10-15,MD,Federalist,1799-12-02,1801-03-03,No
T000183,Richard,Thomas,1744-12-30,PA,Federalist,1795-12-07,1797-03-03,No
T000183,Richard,Thomas,1744-12-30,PA,Federalist,1797-05-15,1799-03-03,Yes
T000183,Richard,Thomas,1744-12-30,PA,Federalist,1799-12-02,1801-03-03,No
W000094,Robert,Waln,1765-02-22,PA,Federalist,1797-05-15,1799-03-03,No
W000094,Robert,Waln,1765-02-22,PA,Federalist,1799-12-02,1801-03-03,No
F000301,Dwight,Foster,1757-12-07,MA,Federalist,1793-12-02,1795-03-03,No
F000301,Dwight,Foster,1757-12-07,MA,Federalist,1795-12-07,1797-03-03,No
F000301,Dwight,Foster,1757-12-07,MA,Federalist,1797-05-15,1799-03-03,Yes
F000301,Dwight,Foster,1757-12-07,MA,Federalist,1800-01-01,1803-12-31,No
H000629,William,Hindman,1743-04-01,MD,Federalist,1791-10-24,1793-03-02,No
H000629,William,Hindman,1743-04-01,MD,Federalist,1793-12-02,1795-03-03,No
H000629,William,Hindman,1743-04-01,MD,Federalist,1795-12-07,1797-03-03,No
H000629,William,Hindman,1743-04-01,MD,Federalist,1797-05-15,1799-03-03,Yes
H000629,William,Hindman,1743-04-01,MD,Federalist,1800-01-01,1801-03-03,No
M000976,Gouverneur,Morris,1752-01-31,NY,Federalist,1800-01-01,1803-03-03,No
B000017,John,Bacon,1738-04-05,MA,Republican,1801-12-07,1803-03-03,No
B000477,John,Bird,1768-11-22,NY,Federalist,1799-12-02,1801-03-03,No
B000477,John,Bird,1768-11-22,NY,Federalist,1801-12-07,1803-03-03,No
B000660,Thomas,Boude,1752-05-17,PA,Federalist,1801-12-07,1803-03-03,No
B000787,John,Breckinridge,1760-12-02,KY,Republican,1801-12-07,1805-12-31,No
C000005,Samuel,Cabell,1756-12-15,VA,Republican,1795-12-07,1797-03-03,No
C000005,Samuel,Cabell,1756-12-15,VA,Republican,1797-05-15,1799-03-03,Yes
C000005,Samuel,Cabell,1756-12-15,VA,Republican,1799-12-02,1801-03-03,No
C000005,Samuel,Cabell,1756-12-15,VA,Republican,1801-12-07,1803-03-03,No
C000627,John,Colhoun,,SC,Republican,1801-12-07,1803-03-03,No
D000138,Thomas,Davis,,KY,Republican,1797-05-15,1799-03-03,No
D000138,Thomas,Davis,,KY,Republican,1799-12-02,1801-03-03,No
D000138,Thomas,Davis,,KY,Republican,1801-12-07,1803-03-03,No
E000114,Christopher,Ellery,1768-11-01,RI,Republican,1801-12-07,1805-03-03,No
E000153,Lucas,Elmendorf,Not Found,NY,Republican,1797-05-15,1799-03-03,No
E000153,Lucas,Elmendorf,Not Found,NY,Republican,1799-12-02,1801-03-03,No
E000153,Lucas,Elmendorf,Not Found,NY,Republican,1801-12-07,1803-03-03,No
F000054,Paul,Fearing,1762-02-28,OH,Federalist,1801-12-07,1803-03-03,No
F000297,Abiel,Foster,1735-08-08,NH,Federalist,1789-03-04,1791-03-03,No
F000297,Abiel,Foster,1735-08-08,NH,Federalist,1795-12-07,1797-03-03,No
F000297,Abiel,Foster,1735-08-08,NH,Federalist,1797-05-15,1799-03-03,Yes
F000297,Abiel,Foster,1735-08-08,NH,Federalist,1799-12-02,1801-03-03,No
F000297,Abiel,Foster,1735-08-08,NH,Federalist,1801-12-07,1803-03-03,No
G000428,Thomas,Greene,1758-02-26,MS,,1801-12-07,1803-03-03,No
G000502,William,Grove,1764-01-15,NC,Federalist,1791-10-24,1793-03-02,No
G000502,William,Grove,1764-01-15,NC,Federalist,1793-12-02,1795-03-03,No
G000502,William,Grove,1764-01-15,NC,Federalist,1795-12-07,1797-03-03,No
G000502,William,Grove,1764-01-15,NC,Federalist,1797-05-15,1799-03-03,Yes
G000502,William,Grove,1764-01-15,NC,Federalist,1799-12-02,1801-03-03,No
G000502,William,Grove,1764-01-15,NC,Federalist,1801-12-07,1803-03-03,No
H000475,Archibald,Henderson,1768-08-07,NC,Federalist,1799-12-02,1801-03-03,No
H000475,Archibald,Henderson,1768-08-07,NC,Federalist,1801-12-07,1803-03-03,No
H000611,William,Hill,1767-05-01,NC,Federalist,1799-12-02,1801-03-03,No
H000611,William,Hill,1767-05-01,NC,Federalist,1801-12-07,1803-03-03,No
H000986,Narsworthy,Hunter,Not Found,MS,,1801-12-07,1803-03-03,No
J000012,George,Jackson,1757-01-09,VA,Republican,1795-12-07,1797-03-03,No
J000012,George,Jackson,1757-01-09,VA,Republican,1799-12-02,1801-03-03,No
J000012,George,Jackson,1757-01-09,VA,Republican,1801-12-07,1803-03-03,No
J000017,James,Jackson,1757-09-21,GA,Republican,1789-03-04,1791-03-03,No
J000017,James,Jackson,1757-09-21,GA,Republican,1793-12-02,1795-12-31,No
J000017,James,Jackson,1757-09-21,GA,Republican,1801-12-07,1807-03-03,No
J000123,Charles,Johnson,,NC,Republican,1801-12-07,1803-03-03,No
J000258,William,Jones,,PA,Republican,1801-12-07,1803-03-03,No
L000204,Silas,Lee,1760-07-03,MA,Federalist,1799-12-02,1801-03-03,No
L000204,Silas,Lee,1760-07-03,MA,Federalist,1801-12-07,1803-03-03,No
L000316,Levi,Lincoln,1749-05-15,MA,Republican,1799-12-02,1801-03-03,No
L000316,Levi,Lincoln,1749-05-15,MA,Republican,1801-12-07,1803-03-03,No
L000401,George,Logan,1753-09-09,PA,Republican,1801-12-07,1807-03-03,No
M000259,Ebenezer,Mattoon,1755-08-19,MA,Federalist,1799-12-02,1801-03-03,No
M000259,Ebenezer,Mattoon,1755-08-19,MA,Federalist,1801-12-07,1803-03-03,No
M000983,Lewis,Morris,1760-11-02,VT,Federalist,1797-05-15,1799-03-03,No
M000983,Lewis,Morris,1760-11-02,VT,Federalist,1799-12-02,1801-03-03,No
M000983,Lewis,Morris,1760-11-02,VT,Federalist,1801-12-07,1803-03-03,No
M000988,Thomas,Morris,1771-02-26,NY,Federalist,1801-12-07,1803-03-03,No
M001066,John,Muhlenberg,1746-10-01,PA,,1789-03-04,1791-03-03,No
M001066,John,Muhlenberg,1746-10-01,PA,,1793-12-02,1795-03-03,No
M001066,John,Muhlenberg,1746-10-01,PA,Republican,1799-12-02,1801-03-03,No
M001066,John,Muhlenberg,1746-10-01,PA,Democratic Republican,1801-12-07,1801-12-31,No
O000041,Aaron,Ogden,1756-12-03,NJ,Federalist,1801-12-07,1803-03-03,No
O000060,Simeon,Olcott,1735-10-01,NH,Federalist,1801-12-07,1805-03-03,No
P000190,Joseph,Peirce,1748-06-25,NH,Federalist,1801-12-07,1803-03-03,No
P000231,Elias,Perkins,1767-04-05,CT,Federalist,1801-12-07,1803-03-03,No
R000093,Nathan,Read,1759-07-02,MA,Federalist,1799-12-02,1801-03-03,No
R000093,Nathan,Read,1759-07-02,MA,Federalist,1801-12-07,1803-03-03,No
R000553,John,Rutledge,,SC,Federalist,1797-05-15,1799-03-03,No
R000553,John,Rutledge,,SC,Federalist,1799-12-02,1801-03-03,No
R000553,John,Rutledge,,SC,Federalist,1801-12-07,1803-03-03,No
S000312,James,Sheafe,1755-11-16,NH,Federalist,1799-12-02,1801-03-03,No
S000312,James,Sheafe,1755-11-16,NH,Federalist,1801-12-07,1803-03-03,No
S000330,William,Shepard,1737-12-01,MA,Federalist,1797-05-15,1799-03-03,No
S000330,William,Shepard,1737-12-01,MA,Federalist,1799-12-02,1801-03-03,No
S000330,William,Shepard,1737-12-01,MA,Federalist,1801-12-07,1803-03-03,No
S000582,Josiah,Smith,1738-02-26,MA,Republican,1801-12-07,1803-03-03,No
S000752,Richard,,Sprigg,Not Found,MD,Republican,1795-12-07,1797-03-03,No
S000752,Richard,,Sprigg,Not Found,MD,Republican,1797-05-15,1799-03-03,Yes
S000752,Richard,,Sprigg,Not Found,MD,Republican,1801-12-07,1803-03-03,No
S000994,John,Stratton,1769-08-19,VA,Federalist,1801-12-07,1803-03-03,No
T000025,Benjamin,Taliaferro,,GA,Federalist,1799-12-02,1801-03-03,No
T000025,Benjamin,Taliaferro,,GA,Republican,1801-12-07,1803-03-03,No
T000273,Thomas,Tillinghast,1742-08-21,RI,Federalist,1797-05-15,1799-03-03,No
T000273,Thomas,Tillinghast,1742-08-21,RI,Republican,1801-12-07,1803-03-03,No
T000348,Uriah,Tracy,1755-02-02,CT,Federalist,1793-12-02,1795-03-03,No
T000348,Uriah,Tracy,1755-02-02,CT,Federalist,1795-12-07,1797-03-03,No
T000348,Uriah,Tracy,1755-02-02,CT,Federalist,1796-01-01,1801-03-03,Yes
T000348,Uriah,Tracy,1755-02-02,CT,Federalist,1801-12-07,1807-03-03,No
U000022,George,Upham,1768-12-27,NH,Federalist,1801-12-07,1803-03-03,No
V000049,John,Van Ness,,NY,Republican,1801-12-07,1803-03-03,No
W000046,Benjamin,Walker,,NY,Federalist,1801-12-07,1803-03-03,No
W000534,Robert,Williams,,NC,Republican,1797-05-15,1799-03-03,No
W000534,Robert,Williams,,NC,Republican,1799-12-02,1801-03-03,No
W000534,Robert,Williams,,NC,Republican,1801-12-07,1803-03-03,No
W000722,Henry,Woods,,PA,Federalist,1799-12-02,1801-03-03,No
W000722,Henry,Woods,,PA,Federalist,1801-12-07,1803-03-03,No
B001186,Pierce,Butler,1744-07-11,SC,Democratic Republican,1789-03-04,1793-03-02,No
B001186,Pierce,Butler,1744-07-11,SC,Republican,1793-12-02,1797-03-03,No
B001186,Pierce,Butler,1744-07-11,SC,Republican,1802-01-01,1805-03-03,No
C000525,De,Clinton,1769-03-02,NY,Republican,1802-01-01,1803-12-31,No
P000393,William,Plumer,1759-06-25,NH,Federalist,1802-01-01,1807-03-03,No
B000049,Theodorus,Bailey,1758-10-12,NY,,1793-12-02,1795-03-03,No
B000049,Theodorus,Bailey,1758-10-12,NY,Republican,1795-12-07,1797-03-03,No
B000049,Theodorus,Bailey,1758-10-12,NY,Republican,1799-12-02,1801-03-03,No
B000049,Theodorus,Bailey,1758-10-12,NY,Republican,1801-12-07,1803-03-03,No
B000049,Theodorus,Bailey,1758-10-12,NY,Republican,1803-10-17,1805-03-03,No
B000097,Simeon,Baldwin,1761-12-14,CT,Federalist,1803-10-17,1805-03-03,No
B000697,Walter,Bowie,,MD,Republican,1801-12-07,1803-03-03,No
B000697,Walter,Bowie,,MD,Republican,1803-10-17,1805-03-03,No
B000970,Phineas,Bruce,1762-06-07,MA,Federalist,1803-10-17,1805-03-03,No
C000406,Thomas,Claiborne,1749-02-01,VA,Republican,1793-12-02,1795-03-03,No
C000406,Thomas,Claiborne,1749-02-01,VA,Republican,1795-12-07,1797-03-03,No
C000406,Thomas,Claiborne,1749-02-01,VA,Republican,1797-05-15,1799-03-03,Yes
C000406,Thomas,Claiborne,1749-02-01,VA,Republican,1801-12-07,1803-03-03,No
C000406,Thomas,Claiborne,1749-02-01,VA,Republican,1803-10-17,1805-03-03,No
C001026,Manasseh,Cutler,1742-05-13,MA,Federalist,1801-12-07,1803-03-03,No
C001026,Manasseh,Cutler,1742-05-13,MA,Federalist,1803-10-17,1805-03-03,No
D000243,John,Dennis,1771-12-17,MD,Federalist,1797-05-15,1799-03-03,No
D000243,John,Dennis,1771-12-17,MD,Federalist,1799-12-02,1801-03-03,No
D000243,John,Dennis,1771-12-17,MD,Federalist,1801-12-07,1803-03-03,No
D000243,John,Dennis,1771-12-17,MD,Federalist,1803-10-17,1805-03-03,No
D000583,Thomas,Dwight,1758-10-29,MA,Federalist,1803-10-17,1805-03-03,No
E000008,John,Earle,1766-10-23,SC,Republican,1803-10-17,1805-03-03,No
G000196,James,Gillespie,,NC,Anti-Administration,1793-12-02,1795-03-03,No
G000196,James,Gillespie,,NC,Republican,1795-12-07,1797-03-03,No
G000196,James,Gillespie,,NC,Republican,1797-05-15,1799-03-03,Yes
G000196,James,Gillespie,,NC,Republican,1803-10-17,1805-03-03,No
G000467,Thomas,Griffin,,VA,Federalist,1803-10-17,1805-03-03,No
G000482,Gaylord,Griswold,1767-12-18,NY,Federalist,1803-10-17,1805-03-03,No
H000133,Samuel,Hammond,1757-09-21,GA,Republican,1803-10-17,1805-03-03,No
H000140,Wade,Hampton,Not Found,SC,Republican,1795-12-07,1797-03-03,No
H000140,Wade,Hampton,Not Found,SC,Republican,1803-10-17,1805-03-03,No
H000570,Daniel,Hiester,1747-06-25,PA,Republican,1789-03-04,1791-03-03,No
H000570,Daniel,Hiester,1747-06-25,PA,Republican,1791-10-24,1793-03-02,No
H000570,Daniel,Hiester,1747-06-25,PA,Republican,1793-12-02,1795-03-03,No
H000570,Daniel,Hiester,1747-06-25,PA,Republican,1795-12-07,1797-03-03,No
H000570,Daniel,Hiester,1747-06-25,MD,Republican,1801-12-07,1803-03-03,No
H000570,Daniel,Hiester,1747-06-25,MD,Republican,1803-10-17,1805-03-03,No
H000695,John,Hoge,1760-09-10,PA,Republican,1803-10-17,1805-03-03,No
H000976,Samuel,Hunt,1765-07-08,NH,Federalist,1801-12-07,1803-03-03,No
H000976,Samuel,Hunt,1765-07-08,NH,Federalist,1803-10-17,1805-03-03,No
L000097,Simon,Larned,1753-08-03,MA,Republican,1803-10-17,1805-03-03,No
L000294,Thomas,Lewis,,VA,Federalist,1803-10-17,1805-03-03,No
L000482,Thomas,Lowndes,1766-01-22,SC,Federalist,1801-12-07,1803-03-03,No
L000482,Thomas,Lowndes,1766-01-22,SC,Federalist,1803-10-17,1805-03-03,No
M000029,Samuel,Maclay,1741-06-17,PA,Republican,1795-12-07,1797-03-03,No
M000029,Samuel,Maclay,1741-06-17,PA,Republican,1803-10-17,1809-03-03,No
M000359,Andrew,McCord,,NY,Republican,1803-10-17,1805-03-03,No
M000824,Nahum,Mitchell,1769-02-12,MA,Federalist,1803-10-17,1805-03-03,No
M001039,James,Mott,1739-01-18,NJ,Republican,1801-12-07,1803-03-03,No
M001039,James,Mott,1739-01-18,NJ,Republican,1803-10-17,1805-03-03,No
P000036,Beriah,Palmer,Not Found,NY,Republican,1803-10-17,1805-03-03,No
P000101,John,Paterson,,NY,Republican,1803-10-17,1805-03-03,No
P000298,Oliver,Phelps,1749-10-21,NY,Republican,1803-10-17,1805-03-03,No
P000378,Thomas,Plater,1769-05-09,MD,Federalist,1801-12-07,1803-03-03,No
P000378,Thomas,Plater,1769-05-09,MD,Federalist,1803-10-17,1805-03-03,No
P000468,Samuel,Potter,1753-06-29,RI,Republican,1803-10-17,1805-03-03,No
P000577,Samuel,Purviance,1774-01-07,NC,Federalist,1803-10-17,1805-03-03,No
S000471,Thomson,Skinner,1752-05-24,MA,Republican,1795-12-07,1797-03-03,No
S000471,Thomson,Skinner,1752-05-24,MA,Republican,1797-05-15,1799-03-03,Yes
S000471,Thomson,Skinner,1752-05-24,MA,Republican,1803-10-17,1805-03-03,No
S000557,Israel,Smith,1759-04-04,VT,Democratic Republican,1791-10-24,1793-03-02,No
S000557,Israel,Smith,1759-04-04,VT,Democratic Republican,1793-12-02,1795-03-03,No
S000557,Israel,Smith,1759-04-04,VT,Republican,1795-12-07,1797-03-03,No
S000557,Israel,Smith,1759-04-04,VT,Republican,1801-12-07,1803-03-03,No
S000557,Israel,Smith,1759-04-04,VT,Republican,1803-10-17,1807-12-31,No
S000567,John,Smith,,OH,Republican,1803-10-17,1809-03-03,No
S000912,John,Stewart,,PA,Republican,1799-12-02,1801-03-03,No
S000912,John,Stewart,,PA,Republican,1801-12-07,1803-03-03,No
S000912,John,Stewart,,PA,Republican,1803-10-17,1805-03-03,No
T000143,Samuel,Thatcher,1776-07-01,MA,Federalist,1801-12-07,1803-03-03,No
T000143,Samuel,Thatcher,1776-07-01,MA,Federalist,1803-10-17,1805-03-03,No
T000262,George,Tibbits,1763-01-14,NY,Federalist,1803-10-17,1805-03-03,No
T000370,John,Trigg,,VA,Republican,1797-05-15,1799-03-03,No
T000370,John,Trigg,,VA,Republican,1799-12-02,1801-03-03,No
T000370,John,Trigg,,VA,Republican,1801-12-07,1803-03-03,No
T000370,John,Trigg,,VA,Republican,1803-10-17,1805-03-03,No
V000045,Isaac,Van Horne,1754-01-13,PA,Republican,1801-12-07,1803-03-03,No
V000045,Isaac,Van Horne,1754-01-13,PA,Republican,1803-10-17,1805-03-03,No
V000083,Abraham,Venable,1758-11-20,VA,Democratic Republican,1791-10-24,1793-03-02,No
V000083,Abraham,Venable,1758-11-20,VA,Democratic Republican,1793-12-02,1795-03-03,No
V000083,Abraham,Venable,1758-11-20,VA,Republican,1795-12-07,1797-03-03,No
V000083,Abraham,Venable,1758-11-20,VA,Republican,1797-05-15,1799-03-03,Yes
V000083,Abraham,Venable,1758-11-20,VA,Republican,1803-10-17,1805-03-03,No
W000392,Samuel,White,,DE,Federalist,1801-12-07,1803-03-03,No
W000392,Samuel,White,,DE,Federalist,1803-10-17,1809-03-03,No
W000526,Lemuel,Williams,1747-06-18,MA,Federalist,1799-12-02,1801-03-03,No
W000526,Lemuel,Williams,1747-06-18,MA,Federalist,1801-12-07,1803-03-03,No
W000526,Lemuel,Williams,1747-06-18,MA,Federalist,1803-10-17,1805-03-03,No
A000282,John,Armstrong,1758-11-25,NY,Republican,1800-01-01,1803-03-03,No
A000282,John,Armstrong,1758-11-25,NY,Republican,1804-01-01,1805-03-03,No
H000870,Benjamin,Howland,1755-07-27,RI,Republican,1804-01-01,1809-03-03,No
M000891,Andrew,Moore,,VA,Democratic Republican,1789-03-04,1791-03-03,No
M000891,Andrew,Moore,,VA,Democratic Republican,1791-10-24,1793-03-02,No
M000891,Andrew,Moore,,VA,Democratic Republican,1793-12-02,1795-03-03,No
M000891,Andrew,Moore,,VA,Republican,1795-12-07,1797-03-03,No
M000891,Andrew,Moore,,VA,Republican,1804-01-01,1809-03-03,No
A000100,Nathaniel,Alexander,1756-03-05,NC,Republican,1803-10-17,1805-03-03,No
A000100,Nathaniel,Alexander,1756-03-05,NC,Republican,1805-12-02,1807-03-03,No
A000191,Isaac,Anderson,1760-11-23,PA,Republican,1803-10-17,1805-03-03,No
A000191,Isaac,Anderson,1760-11-23,PA,Republican,1805-12-02,1807-03-03,No
A000272,John,Archer,1741-05-05,MD,Republican,1801-12-07,1803-03-03,No
A000272,John,Archer,1741-05-05,MD,Republican,1803-10-17,1805-03-03,No
